_id,product_name,product_price,content,option,date,rating
6788dd01adf9449380c27099,ABC JUICE,43000,좋아요~~\n퇴근하고 집앞에서 본 아이스박스로 배송된 택배\n\n처음엔 이게 뭐지??했다가 열어보고는 알았네요..\n\n10객 꼼꼼한 포장 거기에 얼린 아이스팩으로 시원하게 보내주시고설명서 팜플렛까지 꼼꼼하게들어있더군요.\n\n쥬스 따라보니 건더기까지...잘먹고 건강해질께요!\n리뷰 더보기,,2020.10.18,5
6788dd0badf9449380c2709a,ABC JUICE,43000,건강한 맛이예요\n처음 구매할때엔 20개만 주문하였었는데 먹고난후에\n\n느낀점은\n\n피곤감이 조금 덜한거같고 피부도건강해지는 느낌이\n\n들더라구요 ㅎㅎ\n\n생각보다 화**을 자주가진 못하지만 ㅠㅠ\n\n가격은 조금 사악하지만 꾸준히 먹고 싶어 재구매 합니다:)\n리뷰 더보기,,2020.10.11,5
6788dd15adf9449380c2709b,ABC JUICE,43000,첨에 친정 엄마가 사주셔서 먹다가 좋은거 같아서 제가 추가 주문해서 먹고 또 친정 엄마가 60개 주문해줘서 간식 냉장고에 쟁여놓고 먹고 있어요\n맛은 애 입맛인 제가 거리낌 없이 먹을수 있는맛...\n화**을 못가서 아침마다 꾸준히 먹고 있는데 화**은 저한테 어쩔수 없는거 같아요 그래도 과일이랑 야채를 잘 안먹는 저에겐 건강지킴이로 꼭 공복에 챙겨먹는답니다\n\n(2020-10-01 22:01:28 에 등록된 네이버 페이 구매평)\n리뷰 더보기,,2020.10.2,5
6788dd1fadf9449380c2709c,ABC JUICE,43000,포장도 꼼꼼하고 좋아요~^^,,2020.9.25,5
6788dd2badf9449380c2709d,ABC JUICE,43000,"ABC주스는 처음 접해봅니다.\n싱싱하고 건강한 맛이라고 표현하는 것이 알맞은 표현 같아요~!\n아침 공복에 1팩씩 마시고 있는데 배*활동도 좋고, 하루종일 몸이 가뿐해요.\n건강을 위해 맛있게 먹겠습니다^^\n함께 동봉된 설명서 너무좋네요~\n식단까지 설계되어 있어서 완전 굿~!!!\n배송 시 아이스팩 3개씩 넣어서 안전하게 받았어요!\n\n(2020-09-19 00:08:17 에 등록된 네이버 페이 구매평)\n리뷰 더보기",,2020.9.20,5
6788dd35adf9449380c2709e,ABC JUICE,43000,너무 잘마시고있어요 세번째 재구매인데 맛도 괜찮아요\n가격이 좀 부담스럽긴하지만 직접 만들어 먹기엔 시간적으로 손해라 앞으로 계속 마시려고요\n다만 용기가 먹기 불편하단 단점이 있어요\n그냥 먹으면 생각보다 많은 양이 남아서 안나오더라고요...\n일반 음료 병같은걸로 바뀌었으면 더 좋을것 같아요\n리뷰 더보기,,2020.9.15,5
6788dd3fadf9449380c2709f,ABC JUICE,43000,아직 제품 섭취전이예요. 먹던 제품이 있어서 며칠 후나 먹게될 것 같으나 택배 포장 상태만 봐도 신뢰가 가네요. 엄청 꼼꼼하게 보내주셨어요. 60포 구매했고 추천하신 5일 디**해볼려고 합니다.\n\n(2020-09-13 10:57:38 에 등록된 네이버 페이 구매평)\n리뷰 더보기,,2020.9.14,4
6788dd49adf9449380c270a0,ABC JUICE,43000,포장도 너무좋구요 먹고나서 감탄 ..\n넘좋아요\n\n(2020-09-09 21:39:56 에 등록된 네이버 페이 구매평)\n리뷰 더보기,,2020.9.10,5
6788dd53adf9449380c270a1,ABC JUICE,43000,효*있어요\n포장상태도 좋고\n\n가격이 비싸다 싶긴한데\n\n다 먹고나니 몸**도 줄고 뱃*이 특히 줄었어요\n\n재구매의사있어요\n리뷰 더보기,,2020.9.1,5
6788dd5eadf9449380c270a2,ABC JUICE,43000,포장 꼼꼼하게 왔어요\n클린하게 만들어보려구요\n\n(2020-08-21 21:42:08 에 등록된 네이버 페이 구매평)\n리뷰 더보기,,2020.8.22,5
6788dd68adf9449380c270a3,ABC JUICE,43000,즙으로 된것보다 훨씬 더 신선하고 맛도 좋았어요 ㅎㅎ다*** 뿐만아니라 피부도 좋아졌네요 ㅎ,,2020.8.21,5
6788dd72adf9449380c270a4,ABC JUICE,43000,"오늘 처음 먹기 시작! 포장도 꼼꼼하고 케이스도 예쁨. 맛도 못먹을 정도는 아니다. 한 입은 비트, 한 입은 당근맛 ㅋㅋ 5일동안 디**하는데 효*있음 좋겠다.",,2020.7.24,5
